uniqueID,drugName,condition,review,rating,date,usefulCount,label
138955,Phentermine,Weight Loss,"""I have been taking this medication with a doctor&#039;s supervision for a month now and have lost nearly 20 lbs! This is certainly a kick-start and I feel hopeful, having 80  more to take off. I do feel full and energized while taking it. I still have an appetite, but am able to control it much more successfully. I drink a lot of water and chew sugarless gum to help with the dry mouth issue. I have minimized my carbohydrate/red meat intake and eat much more fruit and veggies. No more diet soda/artificial sweetners. I do use small amounts of raw olive oil for vegetables and salads. I have also found that when dining out, I am now only eating half of the portion. I am a bit more irritable but will deal with it, so happy with the result!""",10,14-Aug-09,16,1
82952,Paxil,Obsessive Compulsive Disorde,"""I have had anxiety for over 40 years and I never thought I would feel like this. Paxil has help me a lot and I wish I had taken if earlier. It help me with my anxiety being about 80% less. I&#039;m not as compulsive now. I lost 20 pds because I was not as anxious and eating all the time.""",8,27-Oct-15,32,1
35200,Levofloxacin,Bronchitis,"""Been sick for a month. Doc gave me two antibiotics. Finally was prescribed levofloxacin and am grateful as I am finally on the mend!""",9,13-Jan-16,15,1
190098,Hydrochlorothiazide / valsartan,High Blood Pressure,"""Diovan HCT induced disturbing psychedelic dreams and headache.  There is an unpublished academic article on the web about how once daily dosing of Diovan may induce psychedelic dreams and that twice daily dosing may relieve the problem. Novartis, the manufacturer, doesn&#039;t list this troubling side-effect!""",3,19-Dec-09,31,0
89805,Celexa,Panic Disorde,"""I%u2019m 37 and I had been suffering from panic disorder since I was 25 and this works great for anxiety.""",10,18-Oct-08,46,1
105852,Atomoxetine,ADHD,"""Well I been on this medication since I was 9 to about 13 years on age and I was wondering was that a to long amount of years on medication I&#039;m 19 now""",3,27-Dec-16,0,0
8628,Zolpidem,Insomnia,"""I had trouble functioning during the day because I couldn&#039;t fall asleep until 1 or 2 am, then had to get up at 6 am.  My doctor prescribed 10 mg Ambien (not CR) but because I&#039;m small I decided to cut one in half the first night.  I was able to sleep soundly almost immediately after my head hit the pillow and I slept all night.  That was about three years ago and I am still taking my half pill per night and sleeping well.   I have occasional times (maybe once every two months) that I don&#039;t sleep well with them, but I don&#039;t blame the pill for that.  Follow the directions, if you don&#039;t it isn&#039;t the fault of the drug, it&#039;s your own fault.""",9,15-Feb-10,32,1
187731,Dexamethasone,Addison's Disease,"""Longer acting steroid option.
Gained weight and anxiety.""",8,6-Aug-17,0,1
24379,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,"""Omg just had my first lot of Moviprep and I feel so sick
Nothing yet only gurgling stomach
It does say it takes an hour to work
Will take 2nd dose tonight """,1,28-Aug-17,0,0
621,Medroxyprogesterone,Abnormal Uterine Bleeding,"""I have been on the Depo shot for 14 years, and it was a lifesaver for me. My doctor put me on it because I had PMS so bad, I could not live a normal life.  I have never had another period and no side effects.  I have not had a bone density test but would like to do so.  I just recently read that 2 years was all you should stay on it, I didn&#039;t know that before and was not told that by my doctor.  I think it&#039;s great.""",10,12-Jan-12,22,1
156211,Cialis,Erectile Dysfunction,"""I&#039;m 64 years old with high blood pressure and erectile dysfunction. Have tried everything on the market for the past 2-3 years, unsuccessfully. Doctor gave me 20mg samples of Cialis. Within 30 minutes was like a teenager with my wife. Unbelievable sex. Unbelievable pill.""",10,23-Jul-08,226,1
51723,Aczone,Acne,"""I started getting breakouts when I first started my menstrual cycle. (Age 13) and it got progressively worse. I&#039;m about to be 16, and really have tried so many things for my skin problems. I tried Aczone and it literally had an over-night effect. In the morning my bumps were less noticeable and my face felt smoother. It takes time but it really works. Patience is a virtue.""",8,26-Oct-13,20,1
137329,Isotretinoin,Acne,"""I was on Accutane when I was 16 for about 8 months. I first took 40 mg a day then he moved it to 80. The only negative side effect I had was dry lips. My doctor kept me on it longer because I have extremely sensitive skin and can&#039;t use topical things like benzoyl peroxide because it makes my break out in skin rashes.  I have had clear skin up until about six months ago. I am 24 so that&#039;s 7 yrs of clear skin. I am going back to my dermatologist this week so hopefully he will put me back on it because it is amazing. I would seriously stay on it forever if I could.""",10,20-Nov-11,4,1
3930,Lactobacillus acidophilus,Urinary Tract Infection,"""This has been a miracle for me, and it was by accident I found out about it at all. I was getting urinary tract infections every other month for 4 years. Every time I would go to my doctor he would prescribe antibiotics and the UTI would go away for a month and then come back. No one, I even went to a specialist and no one could tell me what to do to prevent them. At one of my doctors visits my regular doctor was out and I saw his PA (physicians assistant) who did the same as my doctor, prescribe an antibiotic but he also told me to get acidophilus so I don&#039;t get a yeast infection from the antibiotic which happened every time I took the antibiotic. I started taking them and after 6 months I only got one UTI and none in 4 years.""",10,6-Jul-11,189,1
195150,Famotidine / ibuprofen,Osteoarthritis,"""I use this med for lower back pain.""",8,10-Nov-15,0,1
28751,Lexapro,Generalized Anxiety Disorde,"""Very helpful.""",10,4-Sep-10,12,1
186138,Desvenlafaxine,Depression,"""Switched from lexapro to pristiq because of DNA test but even after a month on it I felt more nervous than normal and made my OCD worse. Horrible drug- stick to lexapro, Zoloft or Prozac.""",3,1-Feb-16,23,0
179030,Victoza,"Diabetes, Type 2","""I started 3 weeks ago, it works great for losing weight but makes me feel weak due to lack of food. I also experienced a lot of stomach problems but overall it seems to be working a lot better than other medications out there.""",9,8-Jul-10,6,1
59671,NuvaRing,Birth Control,"""So a lot of people only write about their poor experiences but let me tell you about my good experience. First if all, I got put on Nuvaring after I got pregnant while ON the pill (Saffryl- probably spelled it wrong) despite me taking it for two years at the same time daily, and taking OTHER measures to prevent me getting pregnant. It was with twins, too. I went to planned parenthood for an obgyn appointment because the local obgyn was booked out for over 6 months when it came time for me to start birth control again. They gave me THREE Nuvarings for FREE. I didn&#039;t even ask for them for free, I was willing to pay for the script at my pharmacy. And ever since, they&#039;ve been a wonderful alternative to the pill. Don&#039;t let cost deter you.""",10,8-Jan-17,4,1
123032,Avinza,Chronic Pain,"""It worked great on my Hyper-Mobility Syndrome! (All of my joints are &quot;double-jointed&quot;) Which causes chronic pain for years &amp; gets worse with age. The only side effect I&#039;ve had is constipation. With Avinza I actually have a better quality of life!""",9,24-Nov-12,53,1
223982,Bismuth subgallate,Gas,"""I have used this Devrom for several years to effectively deodorize odor from flatulence. I can&#039;t believe how well it works and fast. No interactions with any other drugs I take. Can&#039;t say enough""",10,27-Apr-17,4,1
